aX,aY,aZ,gX,gY,gZ,mX,mY,mZ,Label,
-0.99,-0.01,0.07,-2.38,4.39,-0.31,-24,35,-22,4,
-1,-0.02,0.06,-2.32,2.5,2.99,-25,36,-20,4,
-0.99,-0.02,0.1,-1.89,-3.17,-0.49,-25,35,-21,4,
-0.98,0,0.1,5.37,6.65,-2.5,-24,36,-25,4,
-0.99,-0.02,0.08,-3.3,-0.24,0.73,-25,37,-19,4,
-0.98,-0.01,0.13,0.55,-2.14,-0.79,-23,36,-20,4,
-0.99,-0.02,0.1,1.71,3.42,-0.85,-23,37,-20,4,
-0.99,-0.01,0.1,-1.28,-4.03,-1.4,-26,38,-22,4,
-1,0,0.09,5.43,2.5,-4.39,-23,38,-20,4,
-1,-0.01,0.06,0.43,-2.01,-4.21,-25,35,-21,4,
-0.99,-0.01,0.09,14.04,9.4,-0.24,-24,37,-22,4,
-0.99,-0.01,0.12,-7.51,-8.85,-2.81,-25,36,-20,4,
-0.98,-0.01,0.14,1.83,5,4.94,-23,36,-15,4,
-0.99,0,0.09,-3.17,-2.87,2.44,-26,36,-19,4,
-0.98,0,0.12,-9.77,-0.24,5.07,-25,35,-24,4,
-0.99,-0.02,0.07,-1.77,5.31,1.53,-26,35,-24,4,
-0.99,-0.02,0.11,-3.72,8,1.95,-24,36,-21,4,
-0.99,-0.01,0.11,0.37,-5.92,-1.04,-25,37,-21,4,
-0.99,-0.02,0.11,1.89,6.16,-0.85,-26,38,-26,4,
-0.99,-0.02,0.08,0.24,-15.38,-2.08,-26,37,-18,4,
-0.99,-0.02,0.11,-1.89,-2.01,1.95,-26,35,-22,4,
-0.99,-0.01,0.06,2.08,4.52,-0.79,-22,35,-24,4,
-0.98,0,0.12,6.53,11.72,-1.89,-25,37,-20,4,
-0.99,-0.03,0.12,-5.43,-13.43,4.09,-25,38,-16,4,
-0.99,-0.02,0.11,1.4,13.37,-0.49,-22,38,-21,4,
-0.99,-0.01,0.09,-2.08,-7.26,0.67,-24,37,-26,4,
-0.99,-0.01,0.09,1.89,0.43,-1.4,-25,36,-21,4,
-0.99,-0.01,0.09,1.46,-4.7,-0.85,-25,37,-20,4,
-0.99,-0.03,0.08,-0.24,-6.23,-1.1,-24,36,-23,4,
-0.99,-0.01,0.08,-1.1,0.49,-1.16,-27,37,-22,4,
-0.99,-0.01,0.07,-1.46,-1.65,0.73,-26,37,-22,4,
-0.99,-0.01,0.07,-0.06,-3.66,-0.43,-25,36,-20,4,
-0.99,-0.01,0.09,2.44,-1.95,-2.99,-25,34,-18,4,
-0.99,-0.02,0.07,1.28,0.06,-1.4,-25,39,-19,4,
-0.99,-0.01,0.1,1.16,-1.59,-1.65,-24,36,-22,4,
-0.99,-0.01,0.08,1.22,4.88,0.98,-24,38,-20,4,
-0.99,-0.01,0.11,3.36,5.37,1.46,-23,35,-17,4,
-0.99,-0.02,0.11,3.91,4.27,0.12,-22,37,-24,4,
-0.99,-0.01,0.1,-0.49,0.61,-0.06,-25,38,-23,4,
-0.98,0.03,0.1,5.74,8.42,-1.1,-24,35,-22,4,
-1,-0.03,0.06,-4.39,1.4,-0.43,-25,38,-21,4,
-0.99,-0.01,0.09,-5.37,-11.05,0.37,-25,38,-22,4,
-0.98,-0.02,0.15,1.95,2.08,-0.31,-25,37,-22,4,
-0.99,-0.01,0.11,-0.98,-6.47,1.83,-26,36,-20,4,
-0.99,-0.02,0.1,0.85,8.06,-0.24,-25,36,-25,4,
-0.99,-0.01,0.09,-1.71,-4.03,0.37,-26,34,-22,4,
-0.99,-0.01,0.1,-0.06,3.36,0,-25,35,-19,4,
-0.99,-0.01,0.11,1.77,0.73,-2.14,-24,35,-19,4,
-0.99,-0.01,0.1,-0.06,0.55,-0.85,-26,37,-22,4,
-0.98,0,0.11,-4.64,2.01,4.88,-23,35,-18,4,
-0.99,-0.01,0.08,-5.55,-17.82,3.6,-24,35,-22,4,
-0.99,-0.01,0.1,3.6,18.68,-4.03,-23,35,-22,4,
-0.98,0,0.13,-0.31,-8.42,-5,-24,38,-15,4,
-0.99,0,0.08,-0.06,-4.09,-2.2,-22,35,-22,4,
-0.98,-0.02,0.17,-4.09,17.88,5.92,-24,35,-20,4,
-0.99,-0.02,0.13,-0.49,8.73,-0.92,-24,36,-19,4,
-0.98,-0.02,0.16,1.53,12.27,-2.44,-24,37,-20,4,
-0.98,-0.01,0.18,1.83,13.73,-0.67,-24,38,-19,4,
-0.98,-0.02,0.21,-3.23,-17.33,-0.37,-26,38,-16,4,
-0.98,-0.02,0.16,-4.39,2.81,0.18,-25,38,-17,4,
-0.97,-0.01,0.2,-9.09,-13.55,4.82,-24,35,-21,4,
-0.99,-0.02,0.1,2.14,7.63,-0.49,-26,38,-23,4,
-0.98,-0.01,0.12,-3.05,-13.06,0.06,-25,36,-15,4,
-0.98,-0.02,0.15,1.77,0.06,-1.28,-24,34,-21,4,
-0.99,-0.02,0.1,0.12,8.85,0.24,-24,36,-23,4,
-0.98,-0.01,0.14,-3.17,6.04,1.28,-25,38,-20,4,
-0.98,-0.01,0.16,-0.55,-2.5,-0.37,-25,36,-12,4,
-0.98,-0.01,0.14,1.83,-5.43,-1.34,-26,36,-17,4,
-0.99,-0.02,0.13,1.1,3.72,0.85,-24,35,-17,4,
-0.97,-0.03,0.22,8.12,33.14,-2.62,-26,36,-21,4,
-0.98,-0.03,0.17,3.42,-6.96,-1.89,-26,36,-14,4,
-0.98,0,0.14,-1.53,-4.7,-1.1,-25,35,-17,4,
-1.01,-0.01,0.06,-3.05,0.85,12.76,-24,36,-19,4,
-0.98,-0.02,0.15,-8.12,-11.54,6.71,-24,37,-17,4,
-0.99,-0.01,0.07,-4.27,-20.57,-2.5,-25,34,-20,4,
-0.99,-0.03,0.11,2.2,-5.62,-2.26,-24,37,-21,4,
-1,-0.02,0.09,-3.36,4.15,2.87,-24,35,-17,4,
-0.98,-0.01,0.15,-2.2,-6.41,9.34,-25,37,-19,4,
-0.97,-0.01,0.17,-4.09,-8.12,2.5,-24,36,-15,4,
-0.98,-0.01,0.13,2.62,5.19,-0.12,-25,36,-20,4,
-0.98,-0.01,0.14,4.64,6.96,-1.46,-24,38,-18,4,
-0.98,-0.03,0.16,8.42,9.34,-1.89,-25,35,-16,4,
-0.98,-0.02,0.13,-4.88,-2.93,-0.98,-25,38,-17,4,
-0.99,-0.02,0.12,-4.33,-5.68,-6.53,-22,35,-15,4,
-0.98,-0.04,0.14,-1.1,3.78,1.4,-28,37,-21,4,
-0.98,-0.02,0.13,4.33,-0.73,-1.95,-26,38,-17,4,
-0.99,-0.01,0.1,-12.27,-8.12,0.79,-24,35,-20,4,
-0.99,-0.02,0.13,0.67,-1.22,-1.34,-25,37,-22,4,
-0.99,-0.02,0.12,4.15,-4.33,1.46,-26,36,-23,4,
-0.99,-0.01,0.11,6.04,1.59,-1.28,-25,37,-22,4,
-0.99,-0.01,0.11,-1.46,0.06,0.18,-24,38,-22,4,
-0.99,-0.01,0.1,-4.88,4.39,0.61,-24,38,-17,4,
-0.98,-0.01,0.13,-7.81,3.85,-1.95,-25,35,-19,4,
-0.99,0,0.11,-7.75,-2.87,-4.09,-24,39,-21,4,
-0.98,0.01,0.11,2.44,3.36,-0.18,-25,39,-24,4,
-0.98,0,0.14,-0.43,6.59,3.48,-23,36,-19,4,
-0.98,-0.01,0.14,-3.54,0.92,1.28,-26,39,-23,4,
-0.98,0,0.14,-0.49,1.16,-0.06,-27,37,-19,4,
-0.98,-0.01,0.14,5,-1.04,-0.37,-25,38,-20,4,
-0.98,-0.01,0.14,1.46,-0.12,0.12,-28,37,-19,4,
-0.98,-0.01,0.13,-0.55,-2.14,-0.37,-25,37,-20,4,
-0.98,-0.01,0.14,1.77,1.95,0.06,-27,37,-19,4,
-0.98,-0.01,0.13,0.79,-0.73,0.18,-25,39,-21,4,
-0.99,-0.01,0.13,-9.4,1.4,0.61,-26,38,-19,4,
-0.98,-0.01,0.15,2.14,3.05,0.43,-25,38,-19,4,
-0.98,-0.01,0.14,6.23,-8.12,-0.24,-25,39,-19,4,
-0.98,-0.01,0.13,3.23,1.65,-0.98,-26,35,-23,4,
-0.98,-0.01,0.13,-2.56,-2.69,0.79,-25,36,-19,4,
-0.98,-0.01,0.13,0.18,1.65,-1.04,-24,36,-23,4,
-0.98,-0.01,0.13,-2.2,-3.3,-0.37,-26,39,-14,4,
-0.99,-0.01,0.12,-0.31,0.18,-0.55,-26,38,-18,4,
-0.98,-0.01,0.12,4.21,0.43,-0.73,-24,38,-20,4,
-0.99,-0.01,0.13,3.85,0.61,-1.89,-24,38,-24,4,
-0.98,-0.01,0.13,-1.46,0.79,0.79,-27,39,-19,4,
-0.99,-0.01,0.12,-1.77,-2.99,-1.1,-25,36,-17,4,
-0.99,0,0.12,0.49,-0.92,-0.31,-24,38,-23,4,
-0.99,-0.01,0.12,-2.75,1.83,1.04,-26,37,-25,4,
-0.98,-0.01,0.12,-0.12,0.43,0.06,-26,39,-18,4,
-0.98,-0.01,0.13,2.01,-0.61,-0.18,-25,35,-19,4,
-0.99,-0.01,0.12,1.59,-0.43,0.49,-26,38,-21,4,
-0.99,-0.01,0.12,1.34,-0.55,-0.43,-25,38,-17,4,
-0.99,-0.01,0.12,-0.55,0.92,0.67,-25,38,-21,4,
-0.99,-0.01,0.12,2.32,-0.98,0.31,-25,37,-24,4,
-0.98,-0.01,0.12,-2.08,0.67,0.24,-26,36,-25,4,
-0.98,-0.01,0.12,0.49,-0.85,-0.55,-25,35,-22,4,
-0.98,-0.01,0.12,-2.14,-1.22,-0.24,-25,38,-20,4,
-0.99,-0.01,0.12,0.06,0.49,-0.55,-25,37,-17,4,
-0.99,-0.01,0.12,-1.34,-0.24,-0.24,-26,39,-20,4,
-0.99,-0.01,0.12,-0.49,-0.55,0.24,-25,37,-24,4,
-0.99,-0.01,0.12,0.55,0.55,-0.31,-28,37,-21,4,
-0.99,-0.01,0.12,0.18,0.49,-0.31,-27,37,-23,4,
-0.99,-0.01,0.12,0.79,0.49,-0.06,-25,37,-21,4,
-0.99,-0.01,0.12,0.18,-0.24,-0.12,-27,36,-20,4,
-0.99,-0.01,0.12,1.22,-0.67,-0.06,-27,39,-19,4,
-0.99,-0.01,0.12,0.24,1.28,0.31,-25,37,-22,4,
-0.99,-0.01,0.12,0.73,-0.37,-0.43,-26,38,-17,4,
-0.98,-0.01,0.12,-0.24,0.06,-0.06,-25,38,-17,4,
-0.99,-0.01,0.12,0.49,0.73,-0.12,-26,35,-22,4,
-0.98,-0.01,0.12,0.37,-1.16,-0.06,-26,38,-20,4,
-0.99,-0.01,0.1,-0.12,-1.1,-0.61,-25,36,-21,4,
-0.99,-0.01,0.11,6.47,-1.46,-0.37,-26,35,-18,4,
-0.99,-0.01,0.1,2.44,-0.73,-0.31,-25,38,-22,4,
-0.99,-0.02,0.11,-3.48,-0.06,-0.55,-24,38,-22,4,
-0.99,-0.01,0.11,-2.32,0.79,-0.85,-28,36,-23,4,
-0.99,-0.01,0.11,-3.36,0.12,0.49,-25,37,-19,4,
-0.99,-0.01,0.11,-0.85,-0.12,0.37,-27,36,-21,4,
-0.99,-0.01,0.11,0.85,0.37,-0.06,-28,39,-23,4,
-0.99,-0.01,0.11,-1.28,0.43,0.18,-24,37,-24,4,
-0.99,-0.01,0.11,1.1,1.04,0.12,-25,36,-22,4,
-0.99,-0.02,0.11,0.61,0.55,0.55,-24,37,-21,4,
-0.99,-0.02,0.12,-0.79,0.06,-0.12,-25,37,-19,4,
-0.99,-0.02,0.11,-0.37,-0.73,-0.06,-27,35,-22,4,
-0.99,-0.02,0.11,4.88,-1.83,-0.92,-25,37,-20,4,
-0.99,-0.01,0.11,1.59,1.77,-0.31,-25,37,-19,4,
-0.99,-0.02,0.11,-1.4,0.37,0.43,-24,37,-25,4,
-0.99,-0.02,0.11,0.43,-0.31,0.06,-24,37,-22,4,
-0.99,-0.01,0.11,0.98,-0.73,-0.43,-26,38,-18,4,
-0.99,-0.02,0.11,-1.1,-0.37,-0.18,-25,36,-17,4,
-0.99,-0.02,0.11,-2.75,1.22,-0.24,-24,34,-19,4,
-0.99,-0.02,0.1,-1.83,0.18,-0.37,-23,38,-19,4,
-0.99,-0.02,0.11,-0.06,0.24,-0.18,-24,34,-19,4,
-0.99,-0.02,0.11,0.61,1.04,0.06,-27,38,-25,4,
-0.99,-0.02,0.11,-0.67,1.04,0.06,-26,37,-21,4,
-0.99,-0.02,0.11,-0.06,0.31,-0.06,-25,37,-18,4,
-0.99,-0.02,0.11,0.49,0.61,0.18,-26,34,-22,4,
-0.99,-0.01,0.11,-1.1,0.06,-0.55,-25,38,-19,4,
-0.99,-0.01,0.1,0.24,-0.49,-0.18,-26,38,-19,4,
-0.99,-0.02,0.1,1.65,-0.92,-0.55,-26,37,-20,4,
-0.99,-0.02,0.11,-0.43,0.31,-0.55,-25,38,-22,4,
-0.99,-0.01,0.11,-0.06,-0.12,-0.12,-25,35,-23,4,
-0.99,-0.01,0.1,-0.79,-0.73,-0.43,-26,37,-18,4,
-0.99,-0.02,0.11,-0.73,0.12,-0.06,-24,38,-19,4,
-0.99,-0.01,0.11,0.37,0,-0.18,-25,37,-19,4,
-0.99,-0.02,0.11,0.18,0.06,0,-24,34,-20,4,
-0.99,-0.02,0.1,0.61,-0.12,-0.18,-23,36,-19,4,
-0.99,-0.02,0.11,0,-0.06,-0.12,-26,36,-18,4,
-0.99,-0.02,0.1,0.06,0.49,0,-26,35,-24,4,
-0.99,-0.02,0.1,-0.12,-0.06,0.12,-24,37,-27,4,
-0.99,-0.02,0.1,0.92,0,0.06,-25,37,-19,4,
-0.99,-0.01,0.11,0.18,0.37,-0.37,-26,39,-25,4,
-0.99,-0.01,0.1,-0.18,-0.49,-0.31,-25,36,-19,4,
-0.99,-0.02,0.1,-0.73,0.24,-0.18,-25,37,-16,4,
-0.99,-0.01,0.1,-0.12,0.24,-0.18,-24,38,-18,4,
-0.99,-0.01,0.1,-0.12,0.37,0.06,-24,36,-22,4,
-0.99,-0.02,0.1,0.55,1.71,0.79,-22,38,-21,4,
-0.99,-0.02,0.11,-0.85,0.12,-0.31,-24,38,-16,4,
-0.99,-0.02,0.11,-0.49,-0.37,-0.31,-25,38,-24,4,
-0.99,-0.02,0.1,-0.18,-0.73,0.24,-26,36,-22,4,
-0.99,-0.02,0.11,0.92,-0.67,0.31,-25,38,-21,4,
-0.99,-0.02,0.1,-0.61,-1.4,-0.12,-24,35,-19,4,
-0.99,-0.02,0.1,-2.5,-0.92,0.18,-27,37,-19,4,
-0.99,-0.02,0.1,-2.99,-0.18,0.06,-26,37,-20,4,
-0.99,-0.01,0.1,0.49,-0.61,-0.06,-25,37,-20,4,
-0.99,-0.02,0.1,1.53,-0.92,-0.18,-25,35,-26,4,
-0.99,-0.02,0.09,2.62,-0.98,-0.61,-26,35,-22,4,
-0.99,-0.01,0.09,-1.71,0.55,0.12,-25,36,-27,4,
-0.99,-0.01,0.09,4.58,-2.14,-1.53,-25,35,-16,4,
-0.99,-0.02,0.1,2.44,2.44,-0.49,-26,37,-16,4,
-0.99,-0.01,0.09,1.89,0.06,-1.1,-25,34,-22,4,
-0.99,-0.02,0.09,-0.55,-0.79,-0.31,-25,36,-21,4,
-0.99,-0.01,0.08,0,-2.26,-1.16,-25,37,-24,4,
-0.99,-0.01,0.09,-2.26,-0.73,-0.24,-24,34,-18,4,
-0.99,-0.01,0.08,-1.53,-2.08,-0.31,-26,35,-22,4,
-0.99,-0.01,0.08,-2.2,0.12,-0.55,-26,36,-18,4,
-0.99,-0.01,0.08,-1.46,0.31,-0.61,-24,35,-20,4,
-0.99,-0.01,0.09,-1.77,0.55,-0.73,-25,38,-20,4,
-0.99,-0.01,0.08,-0.43,-0.37,-0.61,-24,35,-20,4,
-0.99,-0.01,0.08,-0.31,0.67,0.18,-24,34,-18,4,
-0.99,-0.01,0.08,-0.92,-0.06,0.06,-26,34,-22,4,
-0.99,-0.01,0.08,-0.67,0,-0.37,-25,36,-21,4,
-0.99,-0.01,0.08,-0.85,0.06,-0.37,-24,37,-22,4,
-0.99,-0.01,0.08,-0.85,0.24,-0.31,-26,37,-19,4,
-0.99,-0.01,0.08,0.06,-0.92,-0.37,-28,35,-18,4,
-0.99,-0.01,0.08,-0.61,0.24,-0.31,-26,37,-18,4,
-0.99,-0.01,0.08,-0.18,0.61,-0.43,-25,35,-21,4,
-0.99,0,0.08,0.31,0.06,-0.55,-26,35,-21,4,
-0.99,-0.01,0.08,-0.18,0.55,0.12,-24,35,-21,4,
-0.99,-0.01,0.08,-0.79,0.61,0.31,-26,36,-19,4,
-0.99,-0.01,0.09,-0.06,-0.37,-0.12,-25,36,-25,4,
-0.99,0,0.08,0.67,-0.18,-0.37,-26,35,-26,4,
-0.99,-0.01,0.08,-1.22,-0.24,0.06,-25,36,-21,4,
-0.99,-0.01,0.08,0,0.43,-0.06,-26,36,-18,4,
-0.99,0,0.09,1.22,-0.61,0.31,-24,36,-20,4,
-0.99,0,0.08,0.79,0.12,0.12,-26,38,-22,4,
-0.99,-0.01,0.09,-0.37,0.24,0.18,-27,36,-26,4,
-0.99,-0.01,0.08,-1.1,-0.18,0.24,-25,39,-21,4,
-0.99,-0.01,0.08,-1.65,-0.24,-0.12,-25,38,-22,4,
-0.99,0,0.08,0.92,1.4,-0.92,-24,38,-21,4,
-0.99,0,0.08,1.22,-0.12,0.18,-26,36,-26,4,
-0.99,-0.01,0.09,-1.34,-0.73,0.12,-25,36,-20,4,
-0.99,-0.01,0.08,0.67,0.98,-0.06,-25,37,-25,4,
-0.99,-0.01,0.09,0.73,-0.55,-0.18,-25,36,-21,4,
-0.99,0,0.09,0.12,-0.06,-0.49,-24,36,-20,4,
-0.99,0,0.08,-0.67,0.37,-0.37,-25,38,-19,4,
-0.99,-0.01,0.08,0,-0.24,0,-25,36,-22,4,
-0.99,0,0.08,0.24,1.04,-0.18,-25,37,-21,4,
-0.99,0,0.09,0.73,0.73,0.61,-27,37,-22,4,
-0.99,0,0.08,-0.06,-0.24,0.31,-26,38,-22,4,
-0.99,0,0.09,-0.18,-0.55,0,-25,36,-21,4,
-0.99,0,0.09,5.31,-0.18,-1.22,-24,38,-23,4,
-0.99,0,0.09,-2.99,-1.1,0.06,-24,37,-20,4,
-0.99,0,0.09,2.14,-1.04,-1.34,-27,36,-23,4,
-0.99,0,0.1,-6.1,3.11,1.4,-28,36,-21,4,
-0.99,-0.01,0.08,0.85,-0.37,-0.79,-24,37,-21,4,
-0.99,0,0.08,0.49,0.67,-0.24,-27,37,-21,4,
-0.99,0,0.09,1.34,-1.53,-0.12,-24,36,-21,4,
-0.99,0,0.08,-1.22,0.24,0.18,-24,36,-23,4,
-0.99,0,0.09,0.12,-0.31,-0.73,-26,36,-20,4,
-0.99,0,0.08,1.22,0.06,-1.16,-25,35,-19,4,
-0.99,0,0.08,-0.06,0.12,-0.61,-27,37,-23,4,
-0.99,0,0.08,-0.67,0.37,0.37,-26,36,-17,4,
-0.99,0,0.08,1.04,-0.73,0.06,-26,36,-24,4,
-0.99,0,0.08,1.95,0.49,0.06,-25,39,-22,4,
-0.99,0,0.09,0.67,0.24,0,-23,35,-22,4,
-0.99,0,0.08,0.92,-0.49,-0.49,-25,36,-16,4,
-0.99,0,0.08,3.3,-0.49,-0.98,-24,34,-17,4,
-0.99,0,0.08,1.46,1.1,-0.55,-25,36,-22,4,
-0.99,0,0.09,-9.28,2.81,-0.49,-25,36,-19,4,
-0.99,0,0.08,2.56,-0.61,-0.37,-25,34,-21,4,
-0.99,0,0.08,-0.79,-0.31,0.31,-25,36,-23,4,
-0.99,0,0.08,0.55,0.12,-0.12,-26,36,-19,4,
-0.99,-0.01,0.09,-0.24,-3.23,0.67,-26,36,-23,4,
-0.99,0,0.08,-1.04,-1.34,-0.85,-26,38,-22,4,
-0.99,0,0.08,-1.04,-3.91,0.49,-25,35,-20,4,
-0.99,0,0.06,-2.14,-2.99,-0.18,-27,35,-22,4,
-0.99,0,0.06,-4.94,-0.31,-1.16,-26,37,-22,4,
-0.99,0,0.06,-3.11,-1.53,-1.46,-25,36,-24,4,
-0.99,0,0.06,-2.32,1.16,-0.98,-26,36,-21,4,
-0.99,0,0.06,1.34,2.01,0.92,-25,37,-23,4,
-0.99,0,0.06,-1.53,2.01,0.79,-26,37,-20,4,
-0.99,0.01,0.07,-0.92,-0.18,2.93,-26,36,-20,4,
-0.99,0,0.06,-0.43,-0.61,-0.49,-25,35,-25,4,
-0.99,-0.01,0.08,1.1,2.56,0,-28,36,-23,4,
-0.99,-0.01,0.08,0.92,0.55,0.61,-26,36,-21,4,
-0.99,-0.01,0.07,-0.73,-2.2,0.49,-27,35,-22,4,
-0.99,-0.01,0.06,-1.28,-1.59,-0.18,-29,35,-21,4,
-0.99,-0.01,0.06,0.49,0.06,0,-28,37,-23,4,
-0.99,-0.01,0.07,0.37,0.61,0.24,-26,37,-21,4,
-0.99,-0.01,0.07,1.34,1.22,0.24,-27,38,-20,4,
-0.99,-0.01,0.07,-0.31,-1.59,-0.49,-25,38,-24,4,
-0.99,-0.01,0.06,-1.53,-1.46,-0.37,-26,35,-26,4,
-0.99,-0.01,0.06,-0.98,-2.08,0,-26,35,-28,4,
-0.99,-0.01,0.06,1.28,0.18,0,-24,38,-24,4,
-0.99,-0.01,0.06,-0.37,0.79,-0.12,-26,36,-20,4,
-0.99,-0.01,0.06,-0.85,-0.79,-0.61,-26,35,-21,4,
-0.99,-0.01,0.06,-0.06,0.49,-0.24,-25,35,-22,4,
-0.99,-0.01,0.06,-0.24,0.12,-0.37,-25,38,-21,4,
-0.99,-0.01,0.06,-0.79,-0.18,-0.43,-28,37,-23,4,
-0.99,-0.01,0.06,0.98,-0.24,0.24,-27,36,-24,4,
-0.99,-0.01,0.06,-0.18,0.85,-0.18,-26,36,-22,4,
-0.99,-0.01,0.06,1.28,0.61,-0.55,-27,37,-22,4,
-0.99,-0.01,0.05,-1.83,-0.92,-0.73,-26,36,-21,4,
-0.99,-0.01,0.06,-0.06,0.73,-0.92,-26,32,-19,4,
-0.99,-0.01,0.06,-1.65,-1.65,0,-26,35,-26,4,
-0.99,-0.01,0.06,0.79,0.55,0.06,-27,35,-26,4,
-0.99,-0.01,0.06,-1.89,-1.16,0.24,-26,36,-23,4,
-0.99,-0.01,0.06,2.69,0.92,-0.18,-25,36,-24,4,
-0.99,-0.01,0.06,1.71,-0.18,0.24,-26,36,-24,4,
-0.99,-0.01,0.06,-0.31,0.98,0.61,-26,39,-20,4,
-0.99,-0.01,0.06,3.66,1.34,0,-22,35,-22,4,
-0.99,-0.01,0.06,1.65,-0.18,0.31,-26,35,-24,4,
-0.99,-0.01,0.06,-2.87,0.12,-0.61,-26,36,-24,4,
-0.99,-0.01,0.06,-0.98,-0.73,-0.55,-25,36,-21,4,
-0.99,-0.01,0.06,-1.46,-0.61,-0.31,-26,36,-22,4,
-0.99,-0.01,0.06,-0.92,0,-0.37,-25,38,-22,4,
-0.99,-0.01,0.06,1.28,-0.61,-0.24,-26,36,-24,4,
-0.99,-0.01,0.06,0.85,0.31,-0.18,-25,39,-22,4,
-0.99,-0.01,0.06,-0.67,0.55,0.12,-27,36,-22,4,
-0.99,-0.01,0.06,-0.61,-0.24,-0.18,-25,37,-25,4,
-0.99,-0.01,0.06,0.43,0,-0.24,-25,36,-24,4,
-0.99,-0.01,0.06,0.37,0.31,-0.43,-25,37,-23,4,
-0.99,-0.01,0.06,0,0.06,-0.06,-25,36,-24,4,
-0.99,-0.01,0.06,-0.24,0.06,0,-25,38,-22,4,
-0.99,-0.01,0.06,-0.37,0.18,-0.18,-26,33,-22,4,
-0.99,-0.01,0.06,-0.06,-0.12,-0.24,-25,37,-19,4,
-0.99,-0.01,0.06,0.24,0.12,-0.43,-25,35,-22,4,
-0.99,-0.01,0.06,0.18,0.43,-0.12,-26,36,-27,4,
-0.99,-0.01,0.06,0.24,0.18,-0.06,-27,34,-15,4,
-0.99,-0.01,0.06,0.18,0.18,0.12,-27,37,-22,4,
-0.99,-0.01,0.06,0.31,0.18,-0.24,-25,36,-22,4,
-0.99,-0.01,0.06,1.1,0.73,0.24,-25,38,-17,4,
-0.99,-0.01,0.06,-1.95,0.31,0.55,-25,37,-22,4,
-0.99,-0.01,0.06,-0.67,0.24,-0.31,-27,37,-17,4,
-0.99,-0.01,0.06,-0.31,-0.37,-0.06,-26,38,-20,4,
-0.99,-0.01,0.06,0.73,0.12,-1.34,-25,36,-22,4,
-0.99,-0.01,0.06,2.14,1.89,1.16,-26,37,-19,4,
-0.99,-0.01,0.06,-0.98,2.14,0.67,-25,38,-21,4,
-0.99,-0.01,0.06,-0.67,0.49,-0.12,-24,37,-23,4,
-0.99,-0.01,0.06,1.22,-0.12,-0.12,-28,35,-22,4,
-0.99,-0.01,0.06,0.31,-0.61,0.43,-26,39,-19,4,
-0.99,-0.01,0.06,-0.85,-0.24,-0.61,-26,34,-28,4,
-0.99,-0.01,0.06,0.67,0.49,0.12,-28,35,-26,4,
-0.99,-0.01,0.05,2.08,-0.85,-0.12,-26,36,-22,4,
-0.99,-0.01,0.06,0.06,0.67,0.18,-24,36,-24,4,
-0.99,-0.01,0.06,0.06,0.06,-0.43,-26,37,-21,4,
-0.99,-0.01,0.06,1.1,0.61,-0.06,-27,36,-23,4,
-0.99,-0.01,0.06,0,0.43,-0.06,-26,35,-19,4,
-0.99,-0.01,0.07,-0.12,0.61,-0.06,-24,37,-23,4,
-0.99,-0.02,0.07,-1.22,1.71,1.22,-27,36,-23,4,
-0.99,-0.01,0.07,-0.61,1.16,-0.92,-27,35,-19,4,
-0.99,-0.01,0.06,1.71,-1.95,0,-26,36,-21,4,
-0.99,-0.01,0.06,0.92,-0.49,0.12,-26,36,-25,4,
-0.99,-0.01,0.06,-0.31,0.49,-0.12,-24,36,-19,4,
-0.99,-0.01,0.06,0.06,0.73,-0.24,-26,35,-19,4,
-0.99,-0.01,0.06,2.32,-0.55,0.79,-25,35,-21,4,
-0.99,-0.01,0.06,0.43,-2.2,-0.12,-26,38,-25,4,
-0.99,-0.02,0.06,1.16,-0.37,-0.37,-27,36,-17,4,
-0.99,-0.02,0.06,0.85,0.06,0.85,-26,35,-19,4,
-1,-0.02,0.04,8.91,-9.83,0.43,-26,34,-20,4,
-0.99,-0.02,0.04,-1.71,-0.06,-2.56,-25,36,-23,4,
-0.99,-0.02,0.05,3.23,-0.24,0.61,-25,36,-25,4,
-0.99,-0.02,0.02,7.2,-4.33,-0.18,-26,37,-22,4,
-0.99,-0.02,0.04,1.59,0.85,0.67,-25,35,-16,4,
-0.99,-0.02,0.03,4.94,-0.31,0.31,-24,35,-24,4,
-1,-0.02,0.03,-0.49,3.3,-3.6,-25,34,-19,4,
-0.99,-0.02,0.04,5.55,2.01,-3.05,-24,35,-21,4,
-0.99,-0.01,0.04,5.07,0.49,-1.71,-26,35,-22,4,
-0.99,-0.02,0.03,6.96,-0.79,0.12,-22,35,-25,4,
-0.99,-0.01,0.04,4.94,0.55,-0.49,-24,36,-21,4,
-0.99,-0.02,0.04,6.04,0.49,0.61,-22,35,-21,4,
-0.99,-0.01,0.04,19.78,1.59,0.79,-21,35,-23,4,
-0.99,-0.02,0.03,10.86,1.65,-1.04,-21,34,-22,4,
-0.99,-0.02,0.03,9.7,1.22,-0.49,-22,35,-22,4,
-0.99,-0.02,0.04,8.06,0.67,-0.24,-23,37,-23,4,
-0.99,-0.02,0.03,7.2,0.18,-0.43,-22,35,-19,4,
-0.99,-0.01,0.03,8.3,-0.12,-0.06,-21,34,-17,4,
-0.99,-0.02,0.05,4.64,2.99,0.55,-20,36,-22,4,
-0.99,-0.03,0.05,9.89,7.57,-0.61,-21,32,-21,4,
